source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Business of Fashion,Meta Invests $3.5 Billion in EssilorLuxottica in AI Glasses Push,https://www.businessoffashion.com/news/technology/meta-invests-35-billion-in-worlds-largest-eye-wear-maker-in-ai-glasses-push/,"Meta Plaforms Inc. bought a minority stake in EssilorLuxottica in a deal that increases the US tech giant’s commitment to the fast-growing smart glasses industry, according to people familiar with the matter.",[],2025-07-08T20:26:44,10,INDUSTRY,"M&A, PARTNERSHIP",ungrouped,1
Glossy,"With Dedcool, Erewhon launches its first fragrance-inspired smoothie",https://www.glossy.co/beauty/with-dedcool-erewhon-launches-its-first-fragrance-inspired-smoothie/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"With the launch of a limited-edition vegan smoothie, Dedcool's Xtra Milk perfume is the latest product to get the coveted Erewhon smoothie treatment.","['Beauty', 'RevolutionBrandMarketingContentful']",2025-07-02T04:01:00,10,FRAGRANCE,"NEW LAUNCH, RETAIL STRATEGY, PARTNERSHIP",ungrouped,1
Business of Fashion,Worldview | Turkish and Chinese Fashion Factories Invest in Egypt,https://www.businessoffashion.com/articles/global-markets/worldview-egypt-entices-turkish-chinese-investors-factories/,"This week’s round-up of global markets fashion business news also features Nykaa’s Hong Kong investor, Reliance Retail in India and Nigeria’s mooted textile hub.",[],2025-07-08T09:02:18,10,INDUSTRY,"TARIFFS/SUPPLY CHAIN, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Indie Fragrance Brands’ Big Athlete Opportunity,https://www.businessoffashion.com/articles/sports/athletes-fine-fragance-niche-ambassadors/,"Athletes are increasingly getting into fine fragrances, but so far indie fragrance brands haven't returned the favour. That may change as they realise sports stars offer access to a burgeoning new consumer market for scents: young men.",[],2024-12-10T05:30:00,9,FRAGRANCE,"GEN Z, PARTNERSHIP",ungrouped,1
Business of Fashion,Tween Retailer Claire’s Considers Bankruptcy for US Operations,https://www.businessoffashion.com/news/retail/claires-accessories-bankrupt-us-operations/,"Facing weak demand, increased import costs, and a significant debt burden, Claire’s Stores Inc. is contemplating bankruptcy for its US operations.",[],2025-07-10T13:39:40,8,RETAIL,"FINANCIALS, TARIFFS/SUPPLY CHAIN",ungrouped,1
Glossy,"Exclusive: 19 months after selling to private equity, JVN Hair enters Ulta Beauty",https://www.glossy.co/beauty/exclusive-19-months-after-selling-to-private-equity-jvn-hair-enters-ulta-beauty/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"On July 20, JVN Hair, the brand founded by “Queer Eye” star Jonathan Van Ness, will launch at Ulta Beauty both online and in approximately 700 stores, about half of the retailer’s locations. JVN Hair was originally incubated in partnership with Amyris, which declared bankruptcy in August 2023. In December 2023, the private equity firm Windsong Global acquired JVN Hair at auction for $1.25 million.","['Beauty', 'Pop']",2025-07-08T04:00:00,8,RETAIL,"FINANCIALS, M&A",ungrouped,1
Business of Fashion,Satoshi Kuwata’s Perfume Dreams Come True,https://www.businessoffashion.com/articles/beauty/setchu-fragrance-launch-satoshi-kuwata-dover-street-market/,"Setchu’s debut collection of five fragrances will be sold at Dover Street Market in September after an unveiling at Pitti Fragranze in Milan, founder Satoshi Kuwata exclusively told The Business of Beauty.",[],2025-07-10T12:00:00,8,FRAGRANCE,"NEW LAUNCH, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Uniqlo Owner’s Profit Misses Estimates on Weak China Sales,https://www.businessoffashion.com/news/global-markets/uniqlo-profit-misses-estimates-weak-china-sales-fast-retailing/,"Japanese apparel maker Fast Retailing reported third-quarter earnings below estimates, primarily due to a decline in mainland China revenue.",[],2025-07-10T10:11:24,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Why the Time Is Right for a Gorpcore IPO,https://www.businessoffashion.com/briefings/sports/why-the-time-is-right-for-a-gorpcore-ipo/,"Amer Sports, the owner of Arc’teryx and Salomon is eyeing a US listing at a $10 billion valuation, even as fashion may be moving on from its outdoor fashion craze.",[],2023-09-08T16:08:19,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,"On Returns to Profit, Surpasses $1 Billion in Revenue",https://www.businessoffashion.com/news/sports/on-returns-to-profit-surpasses-1-billion-in-revenue/,"The fast-growing Swiss running footwear company reported net income of CHF 57.7 million ($62.4 million), up from a loss of CHF 170.2 million in 2021, sending the company’s stock up as much as 28 percent in early trading on Tuesday.",[],2023-03-21T14:43:59,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,New Balance’s $10 Billion Plan,https://www.businessoffashion.com/articles/sports/the-state-of-fashion-2025-report-new-balance-interview-joe-preston/,"As the brand races to hit eleven-digit annual sales, CEO Joe Preston opens up for The State of Fashion 2025 about what New Balance is doing that its rivals aren't, the company's unique approach to brand and athlete partnerships and how it plans to stay ahead in the innovation battle.",[],2025-01-06T05:30:00,7,BRAND,"PARTNERSHIP, FINANCIALS",ungrouped,1
Business of Fashion,Nike’s Plunging Sales Reveal the Difficult Task Ahead for Incoming CEO,https://www.businessoffashion.com/articles/sports/nikes-plunging-sales-reveal-the-difficult-task-ahead-for-incoming-ceo/,"Sales missed expectations and the company withdrew its guidance, laying bare the challenges facing Elliott Hill as he prepares to lead the brand.",[],2024-10-01T22:26:58,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,How Kiko Milano Built Pricing Power,https://www.businessoffashion.com/articles/beauty/state-of-fashion-beauty-bof-mckinsey-report-kiko-milano-interview-simone-dominici/,"The Italian cosmetics giant has deftly engineered a premiumisation strategy, and has elevated its distribution, product selection and points of differentiation, heavily reducing discounts and promotions in the process. Chief executive Simone Dominici explained how it deployed its strategy in The State of Fashion: Beauty Volume 2.",[],2025-06-24T04:30:00,7,BRAND,"RETAIL STRATEGY, FINANCIALS",ungrouped,1
Business of Fashion,Swiss Sneaker Company On Reports Record Quarterly Revenue of $560 Million,https://www.businessoffashion.com/news/sports/swiss-sneaker-company-on-reports-record-quarterly-revenue-of-560-million/,Fast-growing DTC sales helped the brand beat Wall Street expectations in the quarter ending March 31.,[],2024-05-14T14:04:03,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,UK’s Mulberry Raises $27 Million From Top Investors As Revenue Drops,https://www.businessoffashion.com/news/retail/mulberry-annual-revenue-drops-raises-capital-funding-shares-fell/,The British luxury brand secures fresh funding and board support amid declining sales.,[],2025-07-10T14:14:04,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,What Trump’s Latest Tariff Threats Mean for Fashion,https://www.businessoffashion.com/articles/retail/what-trumps-latest-tariff-threats-mean-for-fashion/,"US President Donald Trump shifted the deadline for tariffs to go into effect to Aug. 1, and turned up the heat with fresh rates and new threats. In some ways, it’s Liberation Day, part two — but fashion needs certainty more than ever.",[],2025-07-09T04:30:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Asian Economies in Rush To Cut Tariff Deals,https://www.businessoffashion.com/news/global-markets/trump-tariffs-asian-countries-manufacturing/,"The Trump administration announced rates that remained above 30 percent for manufacturing countries like Bangladesh, Cambodia and Thailand ahead of a new August 1st deadline.",[],2025-07-08T10:00:44,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Beneath the Surface of Women’s World Cup Marketing,https://www.businessoffashion.com/articles/sports/nike-adidas-womens-world-cup-football-equality-workers-rights-marketing/,"Companies like Nike and Adidas see big growth opportunities in women’s football. But while the game is often marketed with an inspirational wrapper of female empowerment, its growing prominence has also drawn attention to the persistent exploitation of largely women workers in the apparel and footwear supply chain.",[],2023-08-18T04:30:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Crunch Time for South Asia’s Fashion Manufacturers,https://www.businessoffashion.com/articles/global-markets/south-asia-fashion-manufacturers-garment-workers/,"Factory owners and garment workers in countries like India, Bangladesh and Sri Lanka are feeling frustrated and nervous as their governments scramble to negotiate trade deals to stave off the highest US tariffs ahead of president Donald Trump’s shifting timeline.",[],2025-07-10T09:53:57,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Glossy,Beauty & Wellness Briefing: Why Amazon Prime Days could look different for beauty this year,https://www.glossy.co/beauty/beauty-wellness-briefing-why-amazon-prime-days-could-look-different-for-beauty-this-year/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, I checked in with the firms tracking Amazon's recently-expanded Prime Days sale, which runs for two extra days this week, to learn how this year may look different for participating brands. Additionally, fragrance juggernaut Dsm-firmenich gets a new president, Target welcomes its latest social-first beauty brand, and Kate Moss shutters her 3-year-old beauty and wellness company.","['Beauty', 'Wellness', 'Glossy+', 'plus']",2025-07-08T04:02:00,7,RETAIL,"NEW LAUNCH, PARTNERSHIP",ungrouped,1
Beauty Independent,"The Limited, But Real Impact Of Trump’s Tips Tax Break For Hairstylists And Aestheticians",https://www.beautyindependent.com/the-limited-but-real-impact-of-trumps-tips-tax-break-for-hairstylists-and-aestheticians/,"Salon and spa employees will soon get a bit of extra income, courtesy of the federal government. Taking effect with the current tax year, service workers will be able to deduct up to $25,000 annually in tips from their federal income taxes under a no tax on tips ... The post The Limited, But Real Impact Of Trump’s Tips Tax Break For Hairstylists And Aestheticians appeared first on Beauty Independent .","['Retail Report', 'beauty service industry', 'beauty service providers', 'Big Beautiful Bill', 'hair salons', 'nail salons', 'One Big Beautiful Bill', 'President Donald Trump', 'spas', 'tax', 'tax cuts', 'tax deduction', 'tips']",2025-07-09T22:39:08,7,INDUSTRY,TAX,ungrouped,1
Beauty Independent,"Greycroft’s Brian Bustamante-Nicholson On His Mass Market Focus, The Agentic Web And Brand Durability",https://www.beautyindependent.com/greycroft-brian-bustamante-nicholson/,"Greycroft , the 19-year-old early-stage venture capital firm crossing consumer and technology, has been bolstering its consumer bench. After Katherine Power, who’s had founding roles in Versed, Merit, Avaline and Who What Wear, became a partner in 2023, Brian Bustamante-Nicholson, former managing director at Sonoma Brands, where he led investments in Power’s brands ... The post Greycroft’s Brian Bustamante-Nicholson On His Mass Market Focus, The Agentic Web And Brand Durability appeared first on Beauty Independent .","['Full Disclosure', 'Brian Bustamante-Nicholson', 'consumer investing', 'Eric Ryan', 'funding', 'fundraising', 'Greycroft', 'katherine power', 'vc', 'venture capital']",2025-07-08T23:47:25,7,INDUSTRY,"FUNDING, VENTURE CAPITAL",ungrouped,1
Business of Fashion,Amer Sports Raises Guidance After Strong Second-Quarter Earnings,https://www.businessoffashion.com/news/sports/amer-sports-raises-guidance-after-strong-second-quarter-earnings/,The Finnish sports conglomerate said sales at its Arc’teryx and Salomon brands grew by double-digit percentages.,[],2024-08-20T19:30:50,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Trump Says Pharmaceutical Tariffs Could Reach 200%,https://www.businessoffashion.com/news/beauty/trump-says-pharmaceutical-tariffs-could-reach-200/,The Trump administration launched an investigation into the pharmaceutical industry in April as a bid to impose tariffs on the grounds that extensive reliance on foreign production of medicine is a national security threat.,[],2025-07-08T19:38:09,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Gymshark Lays Off 65 US Employees,https://www.businessoffashion.com/news/sports/gymshark-lays-off-65-us-employees/,"The UK-based activewear brand made the job cuts as part of a restructuring at its US offices in Denver, a spokesperson for the company told BoF on Thursday.",[],2023-01-26T15:00:29,7,INDUSTRY,FINANCIALS,ungrouped,1
Glossy,"Marketplaces drove 40% of e-commerce growth in 2024, according to new report",https://www.glossy.co/beauty/marketplaces-drove-40-of-e-commerce-growth-in-2024-according-to-new-report/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"A report from marketplace and social commerce automation platform Cymbio published on Wednesday found that marketplaces drove more than 40% of total e-commerce growth in 2024. The report, using internal data from Cymbio as well as Capital One and Emarketer, found direct-to-consumer channels drove 25% of e-commerce growth. Cymbio estimates that marketplaces will drive 53% of growth by 2030.",['Beauty'],2025-07-09T04:00:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Just Dough It!,https://www.businessoffashion.com/articles/beauty/bread-bakery-gourmand-fragrances-skinnytok/,"The rise of bread-inspired fragrances is a continuation of the Gen-Z gourmand trend, a nod to to the rise of 'comfort commerce' — and a potential link to the rise in #SkinnyTok content.",[],2025-07-11T12:00:00,7,FRAGRANCE,GEN Z,ungrouped,1
Business of Fashion,"Pressure Eases on Nike, But Problems Remain",https://www.businessoffashion.com/articles/sports/nike-earnings-john-donahoe-under-pressure/,"The sportswear giant posted flat sales in its latest quarterly report, beating Wall Street expectations. To fully recover, the business must demonstrate greater product innovation, analysts say.",[],2024-03-22T05:30:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Adidas Plans to Still Use Yeezy Designs After Costly Divorce,https://www.businessoffashion.com/articles/sports/adidas-plans-to-still-use-yeezy-designs-after-costly-divorce/,The sportswear giant cut its profitability forecast for the fourth time this year as it continues to confront the fallout from its split with Ye.,[],2022-11-09T12:16:34,7,INDUSTRY,FINANCIALS,ungrouped,1
WWD,"L’Oréal Denies Claims of Hong Kong Office Closure, Layoffs",https://wwd.com/beauty-industry-news/fashion-features/loreal-denies-hong-kong-office-closure-layoffs-1237975737/,The company also noted the importance of capitalizing on the integrated market ecosystem and shifting consumer dynamics in the Greater Bay Area.,"['Fashion Features', 'China', 'L’Oréal']",2025-07-10T08:46:24,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,Adidas Facing Investor Pressure to Reveal Findings of Ye Investigation,https://www.businessoffashion.com/news/sports/adidas-facing-investor-pressure-to-reveal-findings-of-ye-investigation/,"On Thursday, German asset manager Union Investment — one of Adidas’ largest shareholders — is set to request the German sportswear giant discloses the findings of an internal inquest into the handling of misconduct allegations levelled at former collaborator Ye.",[],2023-05-09T14:56:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Glossy,Ulta Strategies: How Ulta is leveraging its longtime salon business to boost sales through brand partnerships,https://www.glossy.co/beauty/ulta-strategies-how-ulta-is-leveraging-its-longtime-salon-business-to-boost-sales-through-brand-partnerships/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Ulta Beauty shoppers who have their hair or brows done within the retailer’s 1,400 in-store salons visit the store twice as often as those who only come in to shop. Now, after successful service partnerships with Cécred, Olaplex and Benefit, Megan Murray, Ulta Beauty’s vp of events and in-store experience, has big plans to build out more brand-centered activations with salon-focused marketing, including dedicated events.",['Beauty'],2025-07-07T04:02:00,7,RETAIL,"RETAIL STRATEGY, PARTNERSHIP",ungrouped,1
Business of Fashion,Adidas and Puma Bet on Running Shoes as Tariffs Loom,https://www.businessoffashion.com/news/sports/adidas-and-puma-bet-on-running-shoes-as-tariffs-loom/,The German sneaker makers are refocussing on running shoes to drive growth after losing market share in the category to smaller rivals Hoka and On Holding AG.,[],2025-07-10T16:09:39,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Ralph Lauren CEO Sees ‘Resilient’ Demand Amid Tariff Uncertainty,https://www.businessoffashion.com/news/luxury/ralph-lauren-ceo-sees-resilient-demand-amid-tariff-uncertainty/,Demand for the American luxury brand’s signature cable-knit sweaters and other core products remains strong.,[],2025-07-10T16:03:14,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Italy’s Cucinelli Posts 10.7% Increase in First Half Revenues,https://www.businessoffashion.com/news/luxury/brunello-cucinelli-increase-first-half-revenues/,The Italian luxury label posted stronger-than-expected revenues and reaffirmed double-digit growth targets through 2026.,[],2025-07-10T16:39:57,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Salomon and Arc’teryx-Owner Amer Sports Reports Growing Sales and Profits,https://www.businessoffashion.com/news/sports/salomon-and-arcteryx-owner-amer-sports-reports-growing-sales-and-profits/,"The group cited the continued strength of its flagship brand, Arc’teryx, and strong performances across its portfolio in China.",[],2024-11-19T13:51:43,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Selling to Consumers in Uncertain Times: What Executives Need to Know,https://www.businessoffashion.com/articles/retail/business-of-fashion-executive-roundtable-london/,"At The Business of Fashion’s roundtable in London, executive members and the editorial team explored why shoppers’ behaviour has become more unpredictable, and how brands can adjust.",[],2025-07-09T15:29:58,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,Amazon Prime Day Sales Plunge 41% in First Day of Four-Day Event,https://www.businessoffashion.com/articles/retail/amazon-prime-day-sales-plunge-41-in-first-day-of-four-day-event/,The annual event has emerged as a bellwether of consumer sentiment since President Donald Trump’s trade war clouded the economic outlook.,[],2025-07-09T18:46:23,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Canada Goose’s Private Equity Backer Weighs Stake Sale,https://www.businessoffashion.com/news/luxury/canada-goose-private-equity-backer-sells-stake-bain-capital/,"Bain Capital, the controlling shareholder of luxury parka maker Canada Goose, is reportedly exploring a sale of its stake.",[],2025-07-10T09:17:13,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Tariff Turmoil Hits Vulnerable Fashion Manufacturers in Southeast Asia,https://www.businessoffashion.com/articles/global-markets/tariff-fashion-manufacturers-south-east-asia/,"Looming ‘reciprocal’ US tariffs threaten the profitability of larger suppliers and the viability of smaller ones in countries like Vietnam, Cambodia and Indonesia where some factories already face cancelled orders and worker layoffs.",[],2025-07-08T08:30:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,"After US Tariffs, Jobs Hang by a Thread in Bangladesh’s Garments Sector",https://www.businessoffashion.com/news/global-markets/bangladesh-garment-sector-workers-us-tariffs-jobs/,"Bangladeshi garment workers fear job losses due to the US imposing a 35 percent tariff, threatening the country’s main export industry and the livelihoods of millions.",[],2025-07-09T11:07:02,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Even 190% Tariffs Can’t Shake US Shoemaker’s Reliance on China,https://www.businessoffashion.com/news/retail/tariffs-footwear-makers-us-businesses-china-manufacturing/,"As US-China tariffs escalate, US businesses find few viable alternatives to Chinese manufacturing.",[],2025-07-11T09:54:55,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,S&P Cuts Saks’ Credit Rating Over New Financing Package,https://www.businessoffashion.com/news/retail/sp-cuts-saks-credit-rating-over-new-financing-package/,"The luxury retailer’s credit rating is now CC — 10 rungs beneath investment grade — a demotion that ‘reflects our view that the proposed financing transaction is tantamount to a default,’ S&amp;P said.",[],2025-07-09T19:13:31,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Ulta Beauty Acquires Space NK,https://www.businessoffashion.com/news/beauty/ulta-beauty-buys-space-nk-british-retailer/,The deal gives the US specialty retailer a strong footprint in the UK market as it looks to drive international growth.,[],2025-07-10T11:52:43,6,RETAIL,M&A,ungrouped,1
Beauty Independent,"Indie Haircare Brand Bounce Curl Has Spent Over $500K Fighting 130,000 Copycats Of Its Viral Brush",https://www.beautyindependent.com/indie-haircare-brand-bounce-curl-copycats-brush/,"Founder Merian Odesho isn’t timid about protecting Bounce Curl’s intellectual property. Since it released the viral Define EdgeLift Brush in 2023, she’s fought to have links to more than 130,000 copycats removed and brought thousands of companies to court. She estimates Bounce Curl has spent over $500,000 in legal fees to combat imitators, ... The post Indie Haircare Brand Bounce Curl Has Spent Over $500K Fighting 130,000 Copycats Of Its Viral Brush appeared first on Beauty Independent .","['Brand Report', 'BIPOC owned beauty brand', 'bounce curl', 'copycat', 'counterfeit', 'curly hair', 'define edgelift brush', 'dupe brands', 'dupe culture', 'dupes', 'Instagram', 'Sephora Accelerate', 'sephora accelerate 2025', 'tiktok', 'viral']",2025-07-11T01:28:31,6,BRAND,"TIKTOK, GEN Z, PARTNERSHIP",ungrouped,1
Business of Fashion,Rethinking Success Metrics for Brand Ambassadors,https://www.businessoffashion.com/articles/marketing-pr/rethinking-success-metrics-for-brand-ambassadors/,"Alison Bringé, chief marketing officer at Launchmetrics, Nicole Baum, global head of marketing at Moschino, and Carlota Rodben, founder of Beyond Luxury Group and co-founder of Memora, share their insights on building culturally fluent partnerships — leveraging micro-creators and combining qualitative signals with performance data to drive brand impact.",[],2025-07-10T07:42:35,6,MARKETING,"GEN Z, PARTNERSHIP",ungrouped,1
Beauty Independent,Ulta Beauty Buys Space NK To Challenge Sephora In The UK,https://www.beautyindependent.com/ulta-beauty-buys-space-nk/,"To establish a formidable beachhead beyond American borders and travel to territory that competitor Sephora recently reentered, Ulta Beauty is taking over British chain Space NK . The deal will give the beauty specialty retailer 83 locations in the United Kingdom and Ireland. Sephora has seven locations ... The post Ulta Beauty Buys Space NK To Challenge Sephora In The UK appeared first on Beauty Independent .","['Deal Flow', 'beauty acquisitions', 'beauty M&A', 'beauty retail', 'brick-and-mortar retail', 'british beauty', 'global expansion', 'M&A', 'retail', 'Sephora', 'Space NK', 'Ulta', 'Ulta Beauty']",2025-07-11T02:56:45,6,RETAIL,M&A,ungrouped,1
Business of Fashion,Why Ulta Beauty Bought Space NK,https://www.businessoffashion.com/articles/beauty/why-did-ulta-buy-space-nk/,"The US retailer’s surprise buyout of the London-based upmarket chain is in line  with its recent business overall, which puts global expansion at the core of future growth.",[],2025-07-10T22:12:17,6,RETAIL,M&A,ungrouped,1
WWD,"Setchu to Launch Fragrances, Named Special Guest of Pitti Fragranze",https://wwd.com/beauty-industry-news/fragrance/setchu-perfume-fragrance-launch-pitti-fragranze-special-guest-1237976583/,"Japanese designer Satoshi Kuwata will introduce his first perfume collection at the Florence-based niche perfumery trade show, running Sept. 12 to 14.","['Fragrance', 'fashion designer', 'Italy', 'LVMH']",2025-07-10T16:16:37,6,FRAGRANCE,NEW LAUNCH,ungrouped,1
Business of Fashion,Why Athletes Are Beauty’s Real MVPs,https://www.businessoffashion.com/articles/sports/athletes-beauty-influencers-partnerships-nba-nfl/,"Gen-Z sports stars like Angel Reese and Shai Gilgeous-Alexander have become unlikely ambassadors for cosmetics brands, connecting them to underserved communities. Some are even bypassing partnerships to launch beauty ventures of their own.",[],2023-06-12T04:30:00,6,MARKETING,"GEN Z, PARTNERSHIP",ungrouped,1
Business of Fashion,Building Brand Communities and Lasting Consumer Connections,https://www.businessoffashion.com/articles/marketing-pr/building-brand-communities-and-lasting-consumer-connections-inspire-loyalty/,"The Business of Fashion and Klaviyo — a CRM platform for B2C businesses, working with the likes of The Body Shop, Castore, Paul Smith and Dermalogica — hosted a panel event on how brands can capture consumer attention and inspire loyalty in an oversaturated market. Now, BoF shares insights from the discussion.",[],2025-07-09T04:00:00,6,MARKETING,"RETAIL STRATEGY, PARTNERSHIP",ungrouped,1
